snapshot_month,reference,family,msrp_usd,avg_median_price_usd,avg_listing_count,avg_markup_pct,ad_count_us,ad_count_mom_change,avg_price_mom_change_pct
2024-02-01,126711CHNR,GMT-Master II,16150,21891.62,238.5,35.55,,,-1.17
2024-02-01,126720VTNR,GMT-Master II,11450,20953.5,363.75,83.0,,,-2.47
2024-02-01,226570,Explorer II,9650,12796.25,260.75,32.6,,,-0.82
2024-03-01,116500LN,Daytona,14800,32959.9,437.8,122.7,,,-0.21
2024-03-01,124060,Submariner,9100,13672.8,262.0,50.25,,,0.62
2024-03-01,124270,Explorer,7250,9435.3,129.2,30.14,,,0.43
2024-03-01,124300,Oyster Perpetual,6400,10503.5,509.4,64.12,,,-1.72
2024-03-01,126610LN,Submariner Date,10250,15446.5,389.8,50.7,,,0.16
2024-03-01,126610LV,Submariner Date,10800,17215.9,326.6,59.41,,,-0.79
2024-03-01,126622,Yacht-Master,12300,16263.6,250.6,32.22,,,0.84
2024-03-01,126710BLNR,GMT-Master II,10900,18909.6,545.4,73.48,,,0.76
2024-03-01,126710BLRO,GMT-Master II,10900,24783.9,263.6,127.38,,,2.62
2024-03-01,126711CHNR,GMT-Master II,16150,21920.0,281.4,35.73,,,0.13
2024-03-01,126720VTNR,GMT-Master II,11450,21144.5,422.8,84.67,,,0.91
2024-03-01,226570,Explorer II,9650,12762.7,270.6,32.26,,,-0.26
2024-04-01,116500LN,Daytona,14800,32486.38,389.75,119.5,,,-1.44
2024-04-01,124060,Submariner,9100,13509.88,265.0,48.46,,,-1.19
2024-04-01,124270,Explorer,7250,9385.12,118.25,29.45,,,-0.53
2024-04-01,124300,Oyster Perpetual,6400,10534.5,579.0,64.6,,,0.3
2024-04-01,126610LN,Submariner Date,10250,15332.25,381.0,49.58,,,-0.74
2024-04-01,126610LV,Submariner Date,10800,17154.0,358.0,58.83,,,-0.36
2024-04-01,126622,Yacht-Master,12300,16122.75,258.5,31.08,,,-0.87
2024-04-01,126710BLNR,GMT-Master II,10900,18798.75,509.0,72.47,,,-0.59
2024-04-01,126710BLRO,GMT-Master II,10900,24845.12,247.75,127.94,,,0.25
2024-04-01,126711CHNR,GMT-Master II,16150,21614.5,271.75,33.84,,,-1.39
2024-04-01,126720VTNR,GMT-Master II,11450,20835.12,402.25,81.97,,,-1.46
2024-04-01,226570,Explorer II,9650,12735.12,295.0,31.97,,,-0.22
2024-05-01,116500LN,Daytona,14800,32150.2,384.6,117.23,,,-1.03
2024-05-01,124060,Submariner,9100,13452.8,267.8,47.83,,,-0.42
2024-05-01,124270,Explorer,7250,9247.6,122.0,27.55,,,-1.47
2024-05-01,124300,Oyster Perpetual,6400,10563.8,564.8,65.06,,,0.28
2024-05-01,126610LN,Submariner Date,10250,15336.3,406.6,49.62,,,0.03
2024-05-01,126610LV,Submariner Date,10800,17071.0,379.0,58.06,,,-0.48
2024-05-01,126622,Yacht-Master,12300,16115.1,227.4,31.02,,,-0.05
2024-05-01,126710BLNR,GMT-Master II,10900,18605.3,424.2,70.69,,,-1.03
2024-05-01,126710BLRO,GMT-Master II,10900,24442.4,271.2,124.24,,,-1.62
2024-05-01,126711CHNR,GMT-Master II,16150,21567.4,280.2,33.54,,,-0.22
2024-05-01,126720VTNR,GMT-Master II,11450,20596.9,395.8,79.89,,,-1.14
2024-05-01,226570,Explorer II,9650,12732.3,301.2,31.94,,,-0.02
2024-06-01,116500LN,Daytona,14800,31621.38,344.75,113.66,,,-1.64
2024-06-01,124060,Submariner,9100,13415.62,270.0,47.42,,,-0.28
2024-06-01,124270,Explorer,7250,9197.25,125.0,26.86,,,-0.54
2024-06-01,124300,Oyster Perpetual,6400,10538.88,427.0,64.67,,,-0.24
2024-06-01,126610LN,Submariner Date,10250,15213.88,374.75,48.43,,,-0.8
2024-06-01,126610LV,Submariner Date,10800,16914.12,346.0,56.61,,,-0.92
2024-06-01,126622,Yacht-Master,12300,16027.12,268.0,30.3,,,-0.55
2024-06-01,126710BLNR,GMT-Master II,10900,18489.5,437.25,69.63,,,-0.62
2024-06-01,126710BLRO,GMT-Master II,10900,23851.75,225.0,118.82,,,-2.42
2024-06-01,126711CHNR,GMT-Master II,16150,21535.0,287.5,33.34,,,-0.15
2024-06-01,126720VTNR,GMT-Master II,11450,20149.25,346.75,75.98,,,-2.17
2024-06-01,226570,Explorer II,9650,12754.5,321.0,32.17,,,0.17
2024-07-01,116500LN,Daytona,14800,31581.88,340.0,113.39,,,-0.12
2024-07-01,124060,Submariner,9100,13475.12,273.25,48.08,,,0.44
2024-07-01,124270,Explorer,7250,9231.12,113.25,27.33,,,0.37
2024-07-01,124300,Oyster Perpetual,6400,10411.25,456.0,62.68,,,-1.21
2024-07-01,126610LN,Submariner Date,10250,15195.88,396.75,48.25,,,-0.12
2024-07-01,126610LV,Submariner Date,10800,16900.38,387.0,56.48,,,-0.08
2024-07-01,126622,Yacht-Master,12300,16129.75,256.75,31.14,,,0.64
2024-07-01,126710BLNR,GMT-Master II,10900,18746.5,549.25,71.99,,,1.39
2024-07-01,126710BLRO,GMT-Master II,10900,23779.5,400.5,118.16,,,-0.3
2024-07-01,126711CHNR,GMT-Master II,16150,21414.5,231.25,32.6,,,-0.56
2024-07-01,126720VTNR,GMT-Master II,11450,20301.62,431.25,77.31,,,0.76
2024-07-01,226570,Explorer II,9650,12695.12,271.75,31.56,,,-0.47
2024-08-01,116500LN,Daytona,14800,31916.0,377.0,115.65,,,1.06
2024-08-01,124060,Submariner,9100,13465.3,283.0,47.97,,,-0.07
2024-08-01,124270,Explorer,7250,9399.8,113.8,29.65,,,1.83
2024-08-01,124300,Oyster Perpetual,6400,10341.2,478.4,61.58,,,-0.67
2024-08-01,126610LN,Submariner Date,10250,15143.8,393.8,47.74,,,-0.34
2024-08-01,126610LV,Submariner Date,10800,16973.7,403.2,57.16,,,0.43
2024-08-01,126622,Yacht-Master,12300,16233.7,257.6,31.98,,,0.64
2024-08-01,126710BLNR,GMT-Master II,10900,18774.4,493.4,72.24,,,0.15
2024-08-01,126710BLRO,GMT-Master II,10900,23684.4,423.0,117.29,,,-0.4
2024-08-01,126711CHNR,GMT-Master II,16150,21452.3,238.8,32.83,,,0.18
2024-08-01,126720VTNR,GMT-Master II,11450,19808.6,396.0,73.0,,,-2.43
2024-08-01,226570,Explorer II,9650,12676.4,265.8,31.36,,,-0.15
2024-09-01,116500LN,Daytona,14800,31600.75,312.5,113.52,,,-0.99
2024-09-01,124060,Submariner,9100,13542.75,279.5,48.82,,,0.58
2024-09-01,124270,Explorer,7250,9374.5,119.5,29.3,,,-0.27
2024-09-01,124300,Oyster Perpetual,6400,10431.5,571.0,62.99,,,0.87
2024-09-01,126610LN,Submariner Date,10250,15327.25,440.0,49.53,,,1.21
2024-09-01,126610LV,Submariner Date,10800,16996.5,414.0,57.38,,,0.13
2024-09-01,126622,Yacht-Master,12300,16049.0,184.5,30.48,,,-1.14
2024-09-01,126710BLNR,GMT-Master II,10900,18910.0,560.0,73.49,,,0.72
2024-09-01,126710BLRO,GMT-Master II,10900,23700.0,421.0,117.43,,,0.07
2024-09-01,126711CHNR,GMT-Master II,16150,21629.0,267.0,33.93,,,0.82
2024-09-01,126720VTNR,GMT-Master II,11450,20008.25,481.5,74.74,,,1.01
2024-09-01,226570,Explorer II,9650,12883.5,313.0,33.51,,,1.63
